#Ore_Type|Ore_Name|Wherein|Threshold|Y_Min|Y_Max|Biome
dirt|dirt_silt_01|sand|0.8|beach_depth|beach|hot_humid_beach
dirt|stone_desert_gravel|stone_sandstone_desert_gravel|0.8|beach|coastal|warm_arid_coastal
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|beach|coastal|warm_arid_coastal
dirt|sand|stone_sandstone_desert_gravel|0.8|coastal|lowland|warm_arid_lowland
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|coastal|lowland|warm_arid_lowland
dirt|sand_white|stone_sandstone_desert_gravel|0.8|coastal|lowland|warm_arid_lowland
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|coastal|lowland|warm_arid_lowland
dirt|stone_desert_gravel|stone_sandstone_desert_gravel|0.8|coastal|lowland|warm_arid_lowland
dirt|sand|stone_sandstone_desert_gravel|0.8|lowland|shelf|warm_arid_shelf
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|lowland|shelf|warm_arid_shelf
dirt|sand_white|stone_sandstone_desert_gravel|0.8|lowland|shelf|warm_arid_shelf
dirt|stone_desert_gravel|stone_sandstone_desert_gravel|0.8|lowland|shelf|warm_arid_shelf
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|lowland|shelf|warm_arid_shelf
dirt|sand|stone_sandstone_desert_gravel|0.8|shelf|highland|warm_arid_highland
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|shelf|highland|warm_arid_highland
dirt|sand_white|stone_sandstone_desert_gravel|0.8|shelf|highland|warm_arid_highland
dirt|stone_desert_gravel|stone_sandstone_desert_gravel|0.8|shelf|highland|warm_arid_highland
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|shelf|highland|warm_arid_highland
dirt|dirt_black_with_grass_temperate_humid_coastal|dirt_with_grass_temperate_humid_coastal|0.8|beach|coastal|temperate_humid_coastal
dirt|dirt_brown_with_grass_temperate_humid_coastal|dirt_with_grass_temperate_humid_coastal|0.8|beach|coastal|temperate_humid_coastal
dirt|dirt_clayey_with_grass_temperate_humid_coastal|dirt_with_grass_temperate_humid_coastal|0.8|beach|coastal|temperate_humid_coastal
dirt|dirt_sandy_with_grass_temperate_humid_coastal|dirt_with_grass_temperate_humid_coastal|0.8|beach|coastal|temperate_humid_coastal
dirt|dirt_silty_with_grass_temperate_humid_coastal|dirt_with_grass_temperate_humid_coastal|0.8|beach|coastal|temperate_humid_coastal
dirt|dirt_black_with_grass_temperate_humid_lowland|dirt_with_grass_temperate_humid_lowland|0.8|coastal|lowland|temperate_humid_lowland
dirt|dirt_brown_with_grass_temperate_humid_lowland|dirt_with_grass_temperate_humid_lowland|0.8|coastal|lowland|temperate_humid_lowland
dirt|dirt_clayey_with_grass_temperate_humid_lowland|dirt_with_grass_temperate_humid_lowland|0.8|coastal|lowland|temperate_humid_lowland
dirt|dirt_sandy_with_grass_temperate_humid_lowland|dirt_with_grass_temperate_humid_lowland|0.8|coastal|lowland|temperate_humid_lowland
dirt|dirt_silty_with_grass_temperate_humid_lowland|dirt_with_grass_temperate_humid_lowland|0.8|coastal|lowland|temperate_humid_lowland
dirt|dirt_black_with_grass_temperate_humid_shelf|dirt_with_grass_temperate_humid_shelf|0.8|lowland|shelf|temperate_humid_shelf
dirt|dirt_brown_with_grass_temperate_humid_shelf|dirt_with_grass_temperate_humid_shelf|0.8|lowland|shelf|temperate_humid_shelf
dirt|dirt_clayey_with_grass_temperate_humid_shelf|dirt_with_grass_temperate_humid_shelf|0.8|lowland|shelf|temperate_humid_shelf
dirt|dirt_sandy_with_grass_temperate_humid_shelf|dirt_with_grass_temperate_humid_shelf|0.8|lowland|shelf|temperate_humid_shelf
dirt|dirt_silty_with_grass_temperate_humid_shelf|dirt_with_grass_temperate_humid_shelf|0.8|lowland|shelf|temperate_humid_shelf
dirt|dirt_black_with_grass_temperate_humid_highland|dirt_with_grass_temperate_humid_highland|0.8|shelf|highland|temperate_humid_highland
dirt|dirt_brown_with_grass_temperate_humid_highland|dirt_with_grass_temperate_humid_highland|0.8|shelf|highland|temperate_humid_highland
dirt|dirt_clayey_with_grass_temperate_humid_highland|dirt_with_grass_temperate_humid_highland|0.8|shelf|highland|temperate_humid_highland
dirt|dirt_sandy_with_grass_temperate_humid_highland|dirt_with_grass_temperate_humid_highland|0.8|shelf|highland|temperate_humid_highland
dirt|dirt_silty_with_grass_temperate_humid_highland|dirt_with_grass_temperate_humid_highland|0.8|shelf|highland|temperate_humid_highland
dirt|dirt_black_with_grass_temperate_semihumid_coastal|dirt_with_grass_temperate_semihumid_coastal|0.8|beach|coastal|temperate_semihumid_coastal
dirt|dirt_brown_with_grass_temperate_semihumid_coastal|dirt_with_grass_temperate_semihumid_coastal|0.8|beach|coastal|temperate_semihumid_coastal
dirt|dirt_clayey_with_grass_temperate_semihumid_coastal|dirt_with_grass_temperate_semihumid_coastal|0.8|beach|coastal|temperate_semihumid_coastal
dirt|dirt_sandy_with_grass_temperate_semihumid_coastal|dirt_with_grass_temperate_semihumid_coastal|0.8|beach|coastal|temperate_semihumid_coastal
dirt|dirt_silty_with_grass_temperate_semihumid_coastal|dirt_with_grass_temperate_semihumid_coastal|0.8|beach|coastal|temperate_semihumid_coastal
dirt|dirt_black_with_grass_temperate_semihumid_lowland|dirt_with_grass_temperate_semihumid_lowland|0.8|coastal|lowland|temperate_semihumid_lowland
dirt|dirt_brown_with_grass_temperate_semihumid_lowland|dirt_with_grass_temperate_semihumid_lowland|0.8|coastal|lowland|temperate_semihumid_lowland
dirt|dirt_clayey_with_grass_temperate_semihumid_lowland|dirt_with_grass_temperate_semihumid_lowland|0.8|coastal|lowland|temperate_semihumid_lowland
dirt|dirt_sandy_with_grass_temperate_semihumid_lowland|dirt_with_grass_temperate_semihumid_lowland|0.8|coastal|lowland|temperate_semihumid_lowland
dirt|dirt_silty_with_grass_temperate_semihumid_lowland|dirt_with_grass_temperate_semihumid_lowland|0.8|coastal|lowland|temperate_semihumid_lowland
dirt|dirt_black_with_grass_temperate_semihumid_shelf|dirt_with_grass_temperate_semihumid_shelf|0.8|lowland|shelf|temperate_semihumid_shelf
dirt|dirt_brown_with_grass_temperate_semihumid_shelf|dirt_with_grass_temperate_semihumid_shelf|0.8|lowland|shelf|temperate_semihumid_shelf
dirt|dirt_clayey_with_grass_temperate_semihumid_shelf|dirt_with_grass_temperate_semihumid_shelf|0.8|lowland|shelf|temperate_semihumid_shelf
dirt|dirt_sandy_with_grass_temperate_semihumid_shelf|dirt_with_grass_temperate_semihumid_shelf|0.8|lowland|shelf|temperate_semihumid_shelf
dirt|dirt_silty_with_grass_temperate_semihumid_shelf|dirt_with_grass_temperate_semihumid_shelf|0.8|lowland|shelf|temperate_semihumid_shelf
dirt|dirt_black_with_grass_temperate_semihumid_highland|dirt_with_grass_temperate_semihumid_highland|0.8|shelf|highland|temperate_semihumid_highland
dirt|dirt_brown_with_grass_temperate_semihumid_highland|dirt_with_grass_temperate_semihumid_highland|0.8|shelf|highland|temperate_semihumid_highland
dirt|dirt_clayey_with_grass_temperate_semihumid_highland|dirt_with_grass_temperate_semihumid_highland|0.8|shelf|highland|temperate_semihumid_highland
dirt|dirt_sandy_with_grass_temperate_semihumid_highland|dirt_with_grass_temperate_semihumid_highland|0.8|shelf|highland|temperate_semihumid_highland
dirt|dirt_silty_with_grass_temperate_semihumid_highland|dirt_with_grass_temperate_semihumid_highland|0.8|shelf|highland|temperate_semihumid_highland
dirt|dirt_black_with_grass_temperate_temperate_coastal|dirt_with_grass_temperate_temperate_coastal|0.8|beach|coastal|temperate_temperate_coastal
dirt|dirt_brown_with_grass_temperate_temperate_coastal|dirt_with_grass_temperate_temperate_coastal|0.8|beach|coastal|temperate_temperate_coastal
dirt|dirt_clayey_with_grass_temperate_temperate_coastal|dirt_with_grass_temperate_temperate_coastal|0.8|beach|coastal|temperate_temperate_coastal
dirt|dirt_sandy_with_grass_temperate_temperate_coastal|dirt_with_grass_temperate_temperate_coastal|0.8|beach|coastal|temperate_temperate_coastal
dirt|dirt_silty_with_grass_temperate_temperate_coastal|dirt_with_grass_temperate_temperate_coastal|0.8|beach|coastal|temperate_temperate_coastal
dirt|dirt_black_with_grass_temperate_temperate_lowland|dirt_with_grass_temperate_temperate_lowland|0.8|coastal|lowland|temperate_temperate_lowland
dirt|dirt_brown_with_grass_temperate_temperate_lowland|dirt_with_grass_temperate_temperate_lowland|0.8|coastal|lowland|temperate_temperate_lowland
dirt|dirt_clayey_with_grass_temperate_temperate_lowland|dirt_with_grass_temperate_temperate_lowland|0.8|coastal|lowland|temperate_temperate_lowland
dirt|dirt_sandy_with_grass_temperate_temperate_lowland|dirt_with_grass_temperate_temperate_lowland|0.8|coastal|lowland|temperate_temperate_lowland
dirt|dirt_silty_with_grass_temperate_temperate_lowland|dirt_with_grass_temperate_temperate_lowland|0.8|coastal|lowland|temperate_temperate_lowland
dirt|dirt_with_grass_gray|dirt_with_grass_temperate_temperate_lowland|0.8|coastal|lowland|temperate_temperate_lowland
dirt|dirt_black_with_grass_temperate_temperate_shelf|dirt_with_grass_temperate_temperate_shelf|0.8|lowland|shelf|temperate_temperate_shelf
dirt|dirt_brown_with_grass_temperate_temperate_shelf|dirt_with_grass_temperate_temperate_shelf|0.8|lowland|shelf|temperate_temperate_shelf
dirt|dirt_clayey_with_grass_temperate_temperate_shelf|dirt_with_grass_temperate_temperate_shelf|0.8|lowland|shelf|temperate_temperate_shelf
dirt|dirt_sandy_with_grass_temperate_temperate_shelf|dirt_with_grass_temperate_temperate_shelf|0.8|lowland|shelf|temperate_temperate_shelf
dirt|dirt_silty_with_grass_temperate_temperate_shelf|dirt_with_grass_temperate_temperate_shelf|0.8|lowland|shelf|temperate_temperate_shelf
dirt|dirt_with_grass_gray|dirt_with_grass_temperate_temperate_shelf|0.8|lowland|shelf|temperate_temperate_shelf
dirt|dirt_black_with_grass_temperate_temperate_highland|dirt_with_grass_temperate_temperate_highland|0.8|shelf|highland|temperate_temperate_highland
dirt|dirt_brown_with_grass_temperate_temperate_highland|dirt_with_grass_temperate_temperate_highland|0.8|shelf|highland|temperate_temperate_highland
dirt|dirt_clayey_with_grass_temperate_temperate_highland|dirt_with_grass_temperate_temperate_highland|0.8|shelf|highland|temperate_temperate_highland
dirt|dirt_sandy_with_grass_temperate_temperate_highland|dirt_with_grass_temperate_temperate_highland|0.8|shelf|highland|temperate_temperate_highland
dirt|dirt_silty_with_grass_temperate_temperate_highland|dirt_with_grass_temperate_temperate_highland|0.8|shelf|highland|temperate_temperate_highland
dirt|dirt_black_with_grass_temperate_semiarid_coastal|dirt_with_grass_temperate_semiarid_coastal|0.8|beach|coastal|temperate_semiarid_coastal
dirt|dirt_brown_with_grass_temperate_semiarid_coastal|dirt_with_grass_temperate_semiarid_coastal|0.8|beach|coastal|temperate_semiarid_coastal
dirt|dirt_clayey_with_grass_temperate_semiarid_coastal|dirt_with_grass_temperate_semiarid_coastal|0.8|beach|coastal|temperate_semiarid_coastal
dirt|dirt_sandy_with_grass_temperate_semiarid_coastal|dirt_with_grass_temperate_semiarid_coastal|0.8|beach|coastal|temperate_semiarid_coastal
dirt|dirt_silty_with_grass_temperate_semiarid_coastal|dirt_with_grass_temperate_semiarid_coastal|0.8|beach|coastal|temperate_semiarid_coastal
dirt|dirt_with_grass_dry|dirt_with_grass_temperate_semiarid_coastal|0.8|beach|coastal|temperate_semiarid_coastal
dirt|dirt_black_with_grass_temperate_semiarid_lowland|dirt_with_grass_temperate_semiarid_lowland|0.8|coastal|lowland|temperate_semiarid_lowland
dirt|dirt_brown_with_grass_temperate_semiarid_lowland|dirt_with_grass_temperate_semiarid_lowland|0.8|coastal|lowland|temperate_semiarid_lowland
dirt|dirt_clayey_with_grass_temperate_semiarid_lowland|dirt_with_grass_temperate_semiarid_lowland|0.8|coastal|lowland|temperate_semiarid_lowland
dirt|dirt_sandy_with_grass_temperate_semiarid_lowland|dirt_with_grass_temperate_semiarid_lowland|0.8|coastal|lowland|temperate_semiarid_lowland
dirt|dirt_silty_with_grass_temperate_semiarid_lowland|dirt_with_grass_temperate_semiarid_lowland|0.8|coastal|lowland|temperate_semiarid_lowland
dirt|dirt_with_grass_dry|dirt_with_grass_temperate_semiarid_lowland|0.8|coastal|lowland|temperate_semiarid_lowland
dirt|dirt_black_with_grass_temperate_semiarid_shelf|dirt_with_grass_temperate_semiarid_shelf|0.8|lowland|shelf|temperate_semiarid_shelf
dirt|dirt_brown_with_grass_temperate_semiarid_shelf|dirt_with_grass_temperate_semiarid_shelf|0.8|lowland|shelf|temperate_semiarid_shelf
dirt|dirt_clayey_with_grass_temperate_semiarid_shelf|dirt_with_grass_temperate_semiarid_shelf|0.8|lowland|shelf|temperate_semiarid_shelf
dirt|dirt_sandy_with_grass_temperate_semiarid_shelf|dirt_with_grass_temperate_semiarid_shelf|0.8|lowland|shelf|temperate_semiarid_shelf
dirt|dirt_silty_with_grass_temperate_semiarid_shelf|dirt_with_grass_temperate_semiarid_shelf|0.8|lowland|shelf|temperate_semiarid_shelf
dirt|dirt_with_grass_dry|dirt_with_grass_temperate_semiarid_shelf|0.8|lowland|shelf|temperate_semiarid_shelf
dirt|dirt_black_with_grass_temperate_semiarid_highland|dirt_with_grass_temperate_semiarid_highland|0.8|shelf|highland|temperate_semiarid_highland
dirt|dirt_brown_with_grass_temperate_semiarid_highland|dirt_with_grass_temperate_semiarid_highland|0.8|shelf|highland|temperate_semiarid_highland
dirt|dirt_clayey_with_grass_temperate_semiarid_highland|dirt_with_grass_temperate_semiarid_highland|0.8|shelf|highland|temperate_semiarid_highland
dirt|dirt_sandy_with_grass_temperate_semiarid_highland|dirt_with_grass_temperate_semiarid_highland|0.8|shelf|highland|temperate_semiarid_highland
dirt|dirt_silty_with_grass_temperate_semiarid_highland|dirt_with_grass_temperate_semiarid_highland|0.8|shelf|highland|temperate_semiarid_highland
dirt|dirt_with_grass_dry|dirt_with_grass_temperate_semiarid_highland|0.8|shelf|highland|temperate_semiarid_highland
dirt|sand|stone_desert_gravel|0.8|beach|coastal|temperate_arid_coastal
dirt|sand_desert|stone_desert_gravel|0.8|beach|coastal|temperate_arid_coastal
dirt|sand_white|stone_desert_gravel|0.8|beach|coastal|temperate_arid_coastal
dirt|stone_sandstone_desert_gravel|stone_desert_gravel|0.8|beach|coastal|temperate_arid_coastal
dirt|stone_sandstone_white_gravel|stone_desert_gravel|0.8|beach|coastal|temperate_arid_coastal
dirt|sand|stone_desert_gravel|0.8|coastal|lowland|temperate_arid_lowland
dirt|sand_desert|stone_desert_gravel|0.8|coastal|lowland|temperate_arid_lowland
dirt|sand_white|stone_desert_gravel|0.8|coastal|lowland|temperate_arid_lowland
dirt|stone_sandstone_desert_gravel|stone_desert_gravel|0.8|coastal|lowland|temperate_arid_lowland
dirt|stone_sandstone_white_gravel|stone_desert_gravel|0.8|coastal|lowland|temperate_arid_lowland
dirt|sand|stone_desert_gravel|0.8|lowland|shelf|temperate_arid_shelf
dirt|sand_desert|stone_desert_gravel|0.8|lowland|shelf|temperate_arid_shelf
dirt|sand_white|stone_desert_gravel|0.8|lowland|shelf|temperate_arid_shelf
dirt|stone_sandstone_desert_gravel|stone_desert_gravel|0.8|lowland|shelf|temperate_arid_shelf
dirt|stone_sandstone_white_gravel|stone_desert_gravel|0.8|lowland|shelf|temperate_arid_shelf
dirt|sand|stone_desert_gravel|0.8|shelf|highland|temperate_arid_highland
dirt|sand_desert|stone_desert_gravel|0.8|shelf|highland|temperate_arid_highland
dirt|sand_white|stone_desert_gravel|0.8|shelf|highland|temperate_arid_highland
dirt|stone_sandstone_desert_gravel|stone_desert_gravel|0.8|shelf|highland|temperate_arid_highland
dirt|stone_sandstone_white_gravel|stone_desert_gravel|0.8|shelf|highland|temperate_arid_highland
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_black_with_grass_cool_humid_coastal|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_brown_with_grass_cool_humid_coastal|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_clayey_with_grass_cool_humid_coastal|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_sandy_with_grass_cool_humid_coastal|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_silty_with_grass_cool_humid_coastal|dirt_with_grass_cool_humid_coastal|0.8|beach|coastal|cool_humid_coastal
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_black_with_grass_cool_humid_lowland|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_brown_with_grass_cool_humid_lowland|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_clayey_with_grass_cool_humid_lowland|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_sandy_with_grass_cool_humid_lowland|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_silty_with_grass_cool_humid_lowland|dirt_with_grass_cool_humid_lowland|0.8|coastal|lowland|cool_humid_lowland
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_cool_humid_shelf|0.8|lowland|shelf|cool_humid_shelf
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_cool_humid_shelf|0.8|lowland|shelf|cool_humid_shelf
dirt|dirt_clayey_with_grass_cool_humid_shelf|dirt_with_grass_cool_humid_shelf|0.8|lowland|shelf|cool_humid_shelf
dirt|dirt_sandy_with_grass_cool_humid_shelf|dirt_with_grass_cool_humid_shelf|0.8|lowland|shelf|cool_humid_shelf
dirt|dirt_silty_with_grass_cool_humid_shelf|dirt_with_grass_cool_humid_shelf|0.8|lowland|shelf|cool_humid_shelf
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_cool_humid_highland|0.8|shelf|highland|cool_humid_highland
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_cool_humid_highland|0.8|shelf|highland|cool_humid_highland
dirt|dirt_clayey_with_grass_cool_humid_highland|dirt_with_grass_cool_humid_highland|0.8|shelf|highland|cool_humid_highland
dirt|dirt_sandy_with_grass_cool_humid_highland|dirt_with_grass_cool_humid_highland|0.8|shelf|highland|cool_humid_highland
dirt|dirt_silty_with_grass_cool_humid_highland|dirt_with_grass_cool_humid_highland|0.8|shelf|highland|cool_humid_highland
dirt|dirt_black_with_grass_cool_semihumid_coastal|dirt_with_grass_cool_semihumid_coastal|0.8|beach|coastal|cool_semihumid_coastal
dirt|dirt_brown_with_grass_cool_semihumid_coastal|dirt_with_grass_cool_semihumid_coastal|0.8|beach|coastal|cool_semihumid_coastal
dirt|dirt_clayey_with_grass_cool_semihumid_coastal|dirt_with_grass_cool_semihumid_coastal|0.8|beach|coastal|cool_semihumid_coastal
dirt|dirt_sandy_with_grass_cool_semihumid_coastal|dirt_with_grass_cool_semihumid_coastal|0.8|beach|coastal|cool_semihumid_coastal
dirt|dirt_silty_with_grass_cool_semihumid_coastal|dirt_with_grass_cool_semihumid_coastal|0.8|beach|coastal|cool_semihumid_coastal
dirt|dirt_black_with_grass_cool_semihumid_lowland|dirt_with_grass_cool_semihumid_lowland|0.8|coastal|lowland|cool_semihumid_lowland
dirt|dirt_brown_with_grass_cool_semihumid_lowland|dirt_with_grass_cool_semihumid_lowland|0.8|coastal|lowland|cool_semihumid_lowland
dirt|dirt_clayey_with_grass_cool_semihumid_lowland|dirt_with_grass_cool_semihumid_lowland|0.8|coastal|lowland|cool_semihumid_lowland
dirt|dirt_sandy_with_grass_cool_semihumid_lowland|dirt_with_grass_cool_semihumid_lowland|0.8|coastal|lowland|cool_semihumid_lowland
dirt|dirt_silty_with_grass_cool_semihumid_lowland|dirt_with_grass_cool_semihumid_lowland|0.8|coastal|lowland|cool_semihumid_lowland
dirt|dirt_black_with_grass_cool_semihumid_shelf|dirt_with_grass_cool_semihumid_shelf|0.8|lowland|shelf|cool_semihumid_shelf
dirt|dirt_brown_with_grass_cool_semihumid_shelf|dirt_with_grass_cool_semihumid_shelf|0.8|lowland|shelf|cool_semihumid_shelf
dirt|dirt_clayey_with_grass_cool_semihumid_shelf|dirt_with_grass_cool_semihumid_shelf|0.8|lowland|shelf|cool_semihumid_shelf
dirt|dirt_sandy_with_grass_cool_semihumid_shelf|dirt_with_grass_cool_semihumid_shelf|0.8|lowland|shelf|cool_semihumid_shelf
dirt|dirt_silty_with_grass_cool_semihumid_shelf|dirt_with_grass_cool_semihumid_shelf|0.8|lowland|shelf|cool_semihumid_shelf
dirt|dirt_black_with_grass_cool_semihumid_highland|dirt_with_grass_cool_semihumid_highland|0.8|shelf|highland|cool_semihumid_highland
dirt|dirt_brown_with_grass_cool_semihumid_highland|dirt_with_grass_cool_semihumid_highland|0.8|shelf|highland|cool_semihumid_highland
dirt|dirt_clayey_with_grass_cool_semihumid_highland|dirt_with_grass_cool_semihumid_highland|0.8|shelf|highland|cool_semihumid_highland
dirt|dirt_sandy_with_grass_cool_semihumid_highland|dirt_with_grass_cool_semihumid_highland|0.8|shelf|highland|cool_semihumid_highland
dirt|dirt_silty_with_grass_cool_semihumid_highland|dirt_with_grass_cool_semihumid_highland|0.8|shelf|highland|cool_semihumid_highland
dirt|dirt_black_with_grass_cool_temperate_coastal|dirt_with_grass_cool_temperate_coastal|0.8|beach|coastal|cool_temperate_coastal
dirt|dirt_brown_with_grass_cool_temperate_coastal|dirt_with_grass_cool_temperate_coastal|0.8|beach|coastal|cool_temperate_coastal
dirt|dirt_clayey_with_grass_cool_temperate_coastal|dirt_with_grass_cool_temperate_coastal|0.8|beach|coastal|cool_temperate_coastal
dirt|dirt_sandy_with_grass_cool_temperate_coastal|dirt_with_grass_cool_temperate_coastal|0.8|beach|coastal|cool_temperate_coastal
dirt|dirt_silty_with_grass_cool_temperate_coastal|dirt_with_grass_cool_temperate_coastal|0.8|beach|coastal|cool_temperate_coastal
dirt|dirt_black_with_grass_cool_temperate_lowland|dirt_with_grass_cool_temperate_lowland|0.8|coastal|lowland|cool_temperate_lowland
dirt|dirt_brown_with_grass_cool_temperate_lowland|dirt_with_grass_cool_temperate_lowland|0.8|coastal|lowland|cool_temperate_lowland
dirt|dirt_clayey_with_grass_cool_temperate_lowland|dirt_with_grass_cool_temperate_lowland|0.8|coastal|lowland|cool_temperate_lowland
dirt|dirt_sandy_with_grass_cool_temperate_lowland|dirt_with_grass_cool_temperate_lowland|0.8|coastal|lowland|cool_temperate_lowland
dirt|dirt_silty_with_grass_cool_temperate_lowland|dirt_with_grass_cool_temperate_lowland|0.8|coastal|lowland|cool_temperate_lowland
dirt|dirt_black_with_grass_cool_temperate_shelf|dirt_with_grass_cool_temperate_shelf|0.8|lowland|shelf|cool_temperate_shelf
dirt|dirt_brown_with_grass_cool_temperate_shelf|dirt_with_grass_cool_temperate_shelf|0.8|lowland|shelf|cool_temperate_shelf
dirt|dirt_clayey_with_grass_cool_temperate_shelf|dirt_with_grass_cool_temperate_shelf|0.8|lowland|shelf|cool_temperate_shelf
dirt|dirt_sandy_with_grass_cool_temperate_shelf|dirt_with_grass_cool_temperate_shelf|0.8|lowland|shelf|cool_temperate_shelf
dirt|dirt_silty_with_grass_cool_temperate_shelf|dirt_with_grass_cool_temperate_shelf|0.8|lowland|shelf|cool_temperate_shelf
dirt|dirt_black_with_grass_cool_temperate_highland|dirt_with_grass_cool_temperate_highland|0.8|shelf|highland|cool_temperate_highland
dirt|dirt_brown_with_grass_cool_temperate_highland|dirt_with_grass_cool_temperate_highland|0.8|shelf|highland|cool_temperate_highland
dirt|dirt_clayey_with_grass_cool_temperate_highland|dirt_with_grass_cool_temperate_highland|0.8|shelf|highland|cool_temperate_highland
dirt|dirt_sandy_with_grass_cool_temperate_highland|dirt_with_grass_cool_temperate_highland|0.8|shelf|highland|cool_temperate_highland
dirt|dirt_silty_with_grass_cool_temperate_highland|dirt_with_grass_cool_temperate_highland|0.8|shelf|highland|cool_temperate_highland
dirt|dirt_black_with_grass_cool_semiarid_coastal|dirt_with_grass_cool_semiarid_coastal|0.8|beach|coastal|cool_semiarid_coastal
dirt|dirt_brown_with_grass_cool_semiarid_coastal|dirt_with_grass_cool_semiarid_coastal|0.8|beach|coastal|cool_semiarid_coastal
dirt|dirt_clayey_with_grass_cool_semiarid_coastal|dirt_with_grass_cool_semiarid_coastal|0.8|beach|coastal|cool_semiarid_coastal
dirt|dirt_sandy_with_grass_cool_semiarid_coastal|dirt_with_grass_cool_semiarid_coastal|0.8|beach|coastal|cool_semiarid_coastal
dirt|dirt_silty_with_grass_cool_semiarid_coastal|dirt_with_grass_cool_semiarid_coastal|0.8|beach|coastal|cool_semiarid_coastal
dirt|dirt_black_with_grass_cool_semiarid_lowland|dirt_with_grass_cool_semiarid_lowland|0.8|coastal|lowland|cool_semiarid_lowland
dirt|dirt_brown_with_grass_cool_semiarid_lowland|dirt_with_grass_cool_semiarid_lowland|0.8|coastal|lowland|cool_semiarid_lowland
dirt|dirt_clayey_with_grass_cool_semiarid_lowland|dirt_with_grass_cool_semiarid_lowland|0.8|coastal|lowland|cool_semiarid_lowland
dirt|dirt_sandy_with_grass_cool_semiarid_lowland|dirt_with_grass_cool_semiarid_lowland|0.8|coastal|lowland|cool_semiarid_lowland
dirt|dirt_silty_with_grass_cool_semiarid_lowland|dirt_with_grass_cool_semiarid_lowland|0.8|coastal|lowland|cool_semiarid_lowland
dirt|dirt_black_with_grass_cool_semiarid_shelf|dirt_with_grass_cool_semiarid_shelf|0.8|lowland|shelf|cool_semiarid_shelf
dirt|dirt_brown_with_grass_cool_semiarid_shelf|dirt_with_grass_cool_semiarid_shelf|0.8|lowland|shelf|cool_semiarid_shelf
dirt|dirt_clayey_with_grass_cool_semiarid_shelf|dirt_with_grass_cool_semiarid_shelf|0.8|lowland|shelf|cool_semiarid_shelf
dirt|dirt_sandy_with_grass_cool_semiarid_shelf|dirt_with_grass_cool_semiarid_shelf|0.8|lowland|shelf|cool_semiarid_shelf
dirt|dirt_silty_with_grass_cool_semiarid_shelf|dirt_with_grass_cool_semiarid_shelf|0.8|lowland|shelf|cool_semiarid_shelf
dirt|dirt_black_with_grass_cool_semiarid_highland|dirt_with_grass_cool_semiarid_highland|0.8|shelf|highland|cool_semiarid_highland
dirt|dirt_brown_with_grass_cool_semiarid_highland|dirt_with_grass_cool_semiarid_highland|0.8|shelf|highland|cool_semiarid_highland
