#Ore_Type|Ore_Name|Wherein|Threshold|Y_Min|Y_Max|Biome
dirt|dirt_silty_with_grass_warm_semihumid_lowland|dirt_with_grass_swamp|0.8|coastal|lowland|warm_semihumid
dirt|dirt_with_soil_wet|dirt_with_grass_swamp|0.8|coastal|lowland|warm_semihumid
dirt|dirt_black_with_grass_warm_semihumid_shelf|dirt_with_grass_swamp|0.8|lowland|shelf|warm_semihumid
dirt|dirt_brown_with_grass_warm_semihumid_shelf|dirt_with_grass_swamp|0.8|lowland|shelf|warm_semihumid
dirt|dirt_clayey_with_grass_warm_semihumid_shelf|dirt_with_grass_swamp|0.8|lowland|shelf|warm_semihumid
dirt|dirt_sandy_with_grass_warm_semihumid_shelf|dirt_with_grass_swamp|0.8|lowland|shelf|warm_semihumid
dirt|dirt_silty_with_grass_warm_semihumid_shelf|dirt_with_grass_swamp|0.8|lowland|shelf|warm_semihumid
dirt|dirt_black_with_grass_warm_semihumid_highland|dirt_with_grass_swamp|0.8|shelf|highland|warm_semihumid
dirt|dirt_brown_with_grass_warm_semihumid_highland|dirt_with_grass_swamp|0.8|shelf|highland|warm_semihumid
dirt|dirt_clayey_with_grass_warm_semihumid_highland|dirt_with_grass_swamp|0.8|shelf|highland|warm_semihumid
dirt|dirt_sandy_with_grass_warm_semihumid_highland|dirt_with_grass_swamp|0.8|shelf|highland|warm_semihumid
dirt|dirt_silty_with_grass_warm_semihumid_highland|dirt_with_grass_swamp|0.8|shelf|highland|warm_semihumid
dirt|stone_basalt_03|stone_brown|0.8|highland|mountain|warm_semihumid
dirt|stone_gneiss_02|stone_brown|0.8|highland|mountain|warm_semihumid
dirt|stone_sand|stone_brown|0.8|highland|mountain|warm_semihumid
dirt|stone_sandstone|stone_brown|0.8|highland|mountain|warm_semihumid
dirt|stone_granite_brown|stone_brown|0.8|highland|mountain|warm_semihumid
dirt|stone_basalt_03|stone_sand|0.8|mountain|strato|warm_semihumid
dirt|stone_gneiss_02|stone_sand|0.8|mountain|strato|warm_semihumid
dirt|stone_brown|stone_sand|0.8|mountain|strato|warm_semihumid
dirt|stone_sandstone|stone_sand|0.8|mountain|strato|warm_semihumid
dirt|stone_granite_brown|stone_sand|0.8|mountain|strato|warm_semihumid
dirt|dirt_black_with_grass_warm_temperate_coastal|dirt_with_grass_green|0.8|beach|coastal|warm_temperate
dirt|dirt_brown_with_grass_warm_temperate_coastal|dirt_with_grass_green|0.8|beach|coastal|warm_temperate
dirt|dirt_clayey_with_grass_warm_temperate_coastal|dirt_with_grass_green|0.8|beach|coastal|warm_temperate
dirt|dirt_sandy_with_grass_warm_temperate_coastal|dirt_with_grass_green|0.8|beach|coastal|warm_temperate
dirt|dirt_silty_with_grass_warm_temperate_coastal|dirt_with_grass_green|0.8|beach|coastal|warm_temperate
dirt|dirt_black_with_grass_warm_temperate_lowland|dirt_with_grass_green|0.8|coastal|lowland|warm_temperate
dirt|dirt_brown_with_grass_warm_temperate_lowland|dirt_with_grass_green|0.8|coastal|lowland|warm_temperate
dirt|dirt_clayey_with_grass_warm_temperate_lowland|dirt_with_grass_green|0.8|coastal|lowland|warm_temperate
dirt|dirt_sandy_with_grass_warm_temperate_lowland|dirt_with_grass_green|0.8|coastal|lowland|warm_temperate
dirt|dirt_silty_with_grass_warm_temperate_lowland|dirt_with_grass_green|0.8|coastal|lowland|warm_temperate
dirt|dirt_black_with_grass_warm_temperate_shelf|dirt_with_grass_green|0.8|lowland|shelf|warm_temperate
dirt|dirt_brown_with_grass_warm_temperate_shelf|dirt_with_grass_green|0.8|lowland|shelf|warm_temperate
dirt|dirt_clayey_with_grass_warm_temperate_shelf|dirt_with_grass_green|0.8|lowland|shelf|warm_temperate
dirt|dirt_sandy_with_grass_warm_temperate_shelf|dirt_with_grass_green|0.8|lowland|shelf|warm_temperate
dirt|dirt_silty_with_grass_warm_temperate_shelf|dirt_with_grass_green|0.8|lowland|shelf|warm_temperate
dirt|dirt_black_with_grass_warm_temperate_highland|dirt_with_grass_green|0.8|shelf|highland|warm_temperate
dirt|dirt_brown_with_grass_warm_temperate_highland|dirt_with_grass_green|0.8|shelf|highland|warm_temperate
dirt|dirt_clayey_with_grass_warm_temperate_highland|dirt_with_grass_green|0.8|shelf|highland|warm_temperate
dirt|dirt_sandy_with_grass_warm_temperate_highland|dirt_with_grass_green|0.8|shelf|highland|warm_temperate
dirt|dirt_silty_with_grass_warm_temperate_highland|dirt_with_grass_green|0.8|shelf|highland|warm_temperate
dirt|stone_basalt_03|stone_sand|0.8|highland|mountain|warm_temperate
dirt|stone_gneiss_02|stone_sand|0.8|highland|mountain|warm_temperate
dirt|stone_brown|stone_sand|0.8|highland|mountain|warm_temperate
dirt|stone_sandstone|stone_sand|0.8|highland|mountain|warm_temperate
dirt|stone_granite_brown|stone_sand|0.8|highland|mountain|warm_temperate
dirt|stone_basalt_03|stone_sandstone|0.8|mountain|strato|warm_temperate
dirt|stone_gneiss_02|stone_sandstone|0.8|mountain|strato|warm_temperate
dirt|stone_brown|stone_sandstone|0.8|mountain|strato|warm_temperate
dirt|stone_sand|stone_sandstone|0.8|mountain|strato|warm_temperate
dirt|stone_granite_brown|stone_sandstone|0.8|mountain|strato|warm_temperate
dirt|dirt_black_with_grass_warm_semiarid_coastal|dirt_with_dry|0.8|beach|coastal|warm_semiarid
dirt|dirt_brown_with_grass_warm_semiarid_coastal|dirt_with_dry|0.8|beach|coastal|warm_semiarid
dirt|dirt_clayey_with_grass_warm_semiarid_coastal|dirt_with_dry|0.8|beach|coastal|warm_semiarid
dirt|dirt_sandy_with_grass_warm_semiarid_coastal|dirt_with_dry|0.8|beach|coastal|warm_semiarid
dirt|dirt_silty_with_grass_warm_semiarid_coastal|dirt_with_dry|0.8|beach|coastal|warm_semiarid
dirt|dirt_with_grass_dry|dirt_with_dry|0.8|beach|coastal|warm_semiarid
dirt|dirt_black_with_grass_warm_semiarid_lowland|dirt_with_dry|0.8|coastal|lowland|warm_semiarid
dirt|dirt_brown_with_grass_warm_semiarid_lowland|dirt_with_dry|0.8|coastal|lowland|warm_semiarid
dirt|dirt_clayey_with_grass_warm_semiarid_lowland|dirt_with_dry|0.8|coastal|lowland|warm_semiarid
dirt|dirt_sandy_with_grass_warm_semiarid_lowland|dirt_with_dry|0.8|coastal|lowland|warm_semiarid
dirt|dirt_silty_with_grass_warm_semiarid_lowland|dirt_with_dry|0.8|coastal|lowland|warm_semiarid
dirt|dirt_with_grass_dry|dirt_with_dry|0.8|coastal|lowland|warm_semiarid
dirt|dirt_black_with_grass_warm_semiarid_shelf|dirt_with_dry|0.8|lowland|shelf|warm_semiarid
dirt|dirt_brown_with_grass_warm_semiarid_shelf|dirt_with_dry|0.8|lowland|shelf|warm_semiarid
dirt|dirt_clayey_with_grass_warm_semiarid_shelf|dirt_with_dry|0.8|lowland|shelf|warm_semiarid
dirt|dirt_sandy_with_grass_warm_semiarid_shelf|dirt_with_dry|0.8|lowland|shelf|warm_semiarid
dirt|dirt_silty_with_grass_warm_semiarid_shelf|dirt_with_dry|0.8|lowland|shelf|warm_semiarid
dirt|dirt_with_grass_dry|dirt_with_dry|0.8|lowland|shelf|warm_semiarid
dirt|dirt_black_with_grass_warm_semiarid_highland|dirt_with_dry|0.8|shelf|highland|warm_semiarid
dirt|dirt_brown_with_grass_warm_semiarid_highland|dirt_with_dry|0.8|shelf|highland|warm_semiarid
dirt|dirt_clayey_with_grass_warm_semiarid_highland|dirt_with_dry|0.8|shelf|highland|warm_semiarid
dirt|dirt_sandy_with_grass_warm_semiarid_highland|dirt_with_dry|0.8|shelf|highland|warm_semiarid
dirt|dirt_silty_with_grass_warm_semiarid_highland|dirt_with_dry|0.8|shelf|highland|warm_semiarid
dirt|dirt_with_grass_dry|dirt_with_dry|0.8|shelf|highland|warm_semiarid
dirt|stone_basalt_03|stone_sandstone|0.8|highland|mountain|warm_semiarid
dirt|stone_gneiss_02|stone_sandstone|0.8|highland|mountain|warm_semiarid
dirt|stone_brown|stone_sandstone|0.8|highland|mountain|warm_semiarid
dirt|stone_sand|stone_sandstone|0.8|highland|mountain|warm_semiarid
dirt|stone_granite_brown|stone_sandstone|0.8|highland|mountain|warm_semiarid
dirt|stone_sandstone|stone_sandstone_white|0.8|mountain|strato|warm_semiarid
dirt|stone_gneiss_02|stone_sandstone_white|0.8|mountain|strato|warm_semiarid
dirt|stone_brown|stone_sandstone_white|0.8|mountain|strato|warm_semiarid
dirt|stone_sand|stone_sandstone_white|0.8|mountain|strato|warm_semiarid
dirt|stone_granite_brown|stone_sandstone_white|0.8|mountain|strato|warm_semiarid
dirt|sand|stone_sandstone_white_gravel|0.8|beach|coastal|warm_arid
dirt|sand_desert|stone_sandstone_white_gravel|0.8|beach|coastal|warm_arid
dirt|sand_white|stone_sandstone_white_gravel|0.8|beach|coastal|warm_arid
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|beach|coastal|warm_arid
dirt|stone_sandstone_white|stone_sandstone_white_gravel|0.8|beach|coastal|warm_arid
dirt|sand|stone_sandstone_white_gravel|0.8|coastal|lowland|warm_arid
dirt|sand_desert|stone_sandstone_white_gravel|0.8|coastal|lowland|warm_arid
dirt|sand_white|stone_sandstone_white_gravel|0.8|coastal|lowland|warm_arid
dirt|stone_sandstone_white|stone_sandstone_white_gravel|0.8|coastal|lowland|warm_arid
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|coastal|lowland|warm_arid
dirt|stone_sandstone|stone_sandstone_white_gravel|0.8|lowland|shelf|warm_arid
dirt|stone_desert|stone_sandstone_white_gravel|0.8|lowland|shelf|warm_arid
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|lowland|shelf|warm_arid
dirt|stone_sandstone_desert|stone_sandstone_white_gravel|0.8|lowland|shelf|warm_arid
dirt|stone_sandstone_white|stone_sandstone_white_gravel|0.8|lowland|shelf|warm_arid
dirt|stone_sandstone|stone_sandstone_white_gravel|0.8|shelf|highland|warm_arid
dirt|stone_desert|stone_sandstone_white_gravel|0.8|shelf|highland|warm_arid
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|shelf|highland|warm_arid
dirt|stone_sandstone_desert|stone_sandstone_white_gravel|0.8|shelf|highland|warm_arid
dirt|stone_sandstone_white|stone_sandstone_white_gravel|0.8|shelf|highland|warm_arid
dirt|stone_sandstone|stone_sandstone_white|0.8|highland|mountain|warm_arid
dirt|stone_gneiss_02|stone_sandstone_white|0.8|highland|mountain|warm_arid
dirt|stone_brown|stone_sandstone_white|0.8|highland|mountain|warm_arid
dirt|stone_sand|stone_sandstone_white|0.8|highland|mountain|warm_arid
dirt|stone_granite_brown|stone_sandstone_white|0.8|highland|mountain|warm_arid
dirt|stone_sandstone|stone_sandstone_desert|0.8|mountain|strato|warm_arid
dirt|stone_gneiss_02|stone_sandstone_desert|0.8|mountain|strato|warm_arid
dirt|stone_brown|stone_sandstone_desert|0.8|mountain|strato|warm_arid
dirt|stone_sand|stone_sandstone_desert|0.8|mountain|strato|warm_arid
dirt|stone_sandstone_white|stone_sandstone_desert|0.8|mountain|strato|warm_arid
dirt|dirt_black_with_grass_temperate_humid_coastal|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_brown_with_grass_temperate_humid_coastal|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_clayey_with_grass_temperate_humid_coastal|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_sandy_with_grass_temperate_humid_coastal|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_silty_with_grass_temperate_humid_coastal|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass|0.8|beach|coastal|temperate_humid
dirt|dirt_black_with_grass_temperate_humid_lowland|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_brown_with_grass_temperate_humid_lowland|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_clayey_with_grass_temperate_humid_lowland|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_sandy_with_grass_temperate_humid_lowland|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_silty_with_grass_temperate_humid_lowland|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass|0.8|coastal|lowland|temperate_humid
dirt|dirt_black_with_grass_temperate_humid_shelf|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_brown_with_grass_temperate_humid_shelf|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_clayey_with_grass_temperate_humid_shelf|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_sandy_with_grass_temperate_humid_shelf|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_silty_with_grass_temperate_humid_shelf|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass|0.8|lowland|shelf|temperate_humid
dirt|dirt_black_with_grass_temperate_humid_highland|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_brown_with_grass_temperate_humid_highland|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_clayey_with_grass_temperate_humid_highland|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_sandy_with_grass_temperate_humid_highland|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_silty_with_grass_temperate_humid_highland|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass|0.8|shelf|highland|temperate_humid
dirt|stone|stone_bluestone|0.8|highland|mountain|temperate_humid
dirt|stone_desert|stone_bluestone|0.8|highland|mountain|temperate_humid
dirt|stone_diorite|stone_bluestone|0.8|highland|mountain|temperate_humid
dirt|stone_granite_pink|stone_bluestone|0.8|highland|mountain|temperate_humid
dirt|stone_greenstone|stone_bluestone|0.8|highland|mountain|temperate_humid
dirt|stone|stone_greenstone|0.8|mountain|strato|temperate_humid
dirt|stone_desert|stone_greenstone|0.8|mountain|strato|temperate_humid
dirt|stone_diorite|stone_greenstone|0.8|mountain|strato|temperate_humid
dirt|stone_granite_pink|stone_greenstone|0.8|mountain|strato|temperate_humid
dirt|stone_bluestone|stone_greenstone|0.8|mountain|strato|temperate_humid
dirt|dirt_black_with_grass_temperate_semihumid_coastal|dirt_with_grass_leafy|0.8|beach|coastal|temperate_semihumid
dirt|dirt_brown_with_grass_temperate_semihumid_coastal|dirt_with_grass_leafy|0.8|beach|coastal|temperate_semihumid
dirt|dirt_clayey_with_grass_temperate_semihumid_coastal|dirt_with_grass_leafy|0.8|beach|coastal|temperate_semihumid
dirt|dirt_sandy_with_grass_temperate_semihumid_coastal|dirt_with_grass_leafy|0.8|beach|coastal|temperate_semihumid
dirt|dirt_silty_with_grass_temperate_semihumid_coastal|dirt_with_grass_leafy|0.8|beach|coastal|temperate_semihumid
dirt|dirt_black_with_grass_temperate_semihumid_lowland|dirt_with_grass_leafy|0.8|coastal|lowland|temperate_semihumid
dirt|dirt_brown_with_grass_temperate_semihumid_lowland|dirt_with_grass_leafy|0.8|coastal|lowland|temperate_semihumid
dirt|dirt_clayey_with_grass_temperate_semihumid_lowland|dirt_with_grass_leafy|0.8|coastal|lowland|temperate_semihumid
dirt|dirt_sandy_with_grass_temperate_semihumid_lowland|dirt_with_grass_leafy|0.8|coastal|lowland|temperate_semihumid
dirt|dirt_silty_with_grass_temperate_semihumid_lowland|dirt_with_grass_leafy|0.8|coastal|lowland|temperate_semihumid
dirt|dirt_black_with_grass_temperate_semihumid_shelf|dirt_with_grass_leafy|0.8|lowland|shelf|temperate_semihumid
dirt|dirt_brown_with_grass_temperate_semihumid_shelf|dirt_with_grass_leafy|0.8|lowland|shelf|temperate_semihumid
dirt|dirt_clayey_with_grass_temperate_semihumid_shelf|dirt_with_grass_leafy|0.8|lowland|shelf|temperate_semihumid
dirt|dirt_sandy_with_grass_temperate_semihumid_shelf|dirt_with_grass_leafy|0.8|lowland|shelf|temperate_semihumid
dirt|dirt_silty_with_grass_temperate_semihumid_shelf|dirt_with_grass_leafy|0.8|lowland|shelf|temperate_semihumid
dirt|dirt_black_with_grass_temperate_semihumid_highland|dirt_with_grass_leafy|0.8|shelf|highland|temperate_semihumid
dirt|dirt_brown_with_grass_temperate_semihumid_highland|dirt_with_grass_leafy|0.8|shelf|highland|temperate_semihumid
dirt|dirt_clayey_with_grass_temperate_semihumid_highland|dirt_with_grass_leafy|0.8|shelf|highland|temperate_semihumid
dirt|dirt_sandy_with_grass_temperate_semihumid_highland|dirt_with_grass_leafy|0.8|shelf|highland|temperate_semihumid
dirt|dirt_silty_with_grass_temperate_semihumid_highland|dirt_with_grass_leafy|0.8|shelf|highland|temperate_semihumid
dirt|stone|stone_greenstone|0.8|highland|mountain|temperate_semihumid
dirt|stone_desert|stone_greenstone|0.8|highland|mountain|temperate_semihumid
dirt|stone_diorite|stone_greenstone|0.8|highland|mountain|temperate_semihumid
dirt|stone_granite_pink|stone_greenstone|0.8|highland|mountain|temperate_semihumid
dirt|stone_bluestone|stone_greenstone|0.8|highland|mountain|temperate_semihumid
dirt|stone|stone_granite_pink|0.8|mountain|strato|temperate_semihumid
dirt|stone_desert|stone_granite_pink|0.8|mountain|strato|temperate_semihumid
dirt|stone_diorite|stone_granite_pink|0.8|mountain|strato|temperate_semihumid
dirt|stone_greenstone|stone_granite_pink|0.8|mountain|strato|temperate_semihumid
dirt|stone_bluestone|stone_granite_pink|0.8|mountain|strato|temperate_semihumid
dirt|dirt_black_with_grass_temperate_temperate_coastal|dirt_with_grass_prairie|0.8|beach|coastal|temperate_temperate
dirt|dirt_brown_with_grass_temperate_temperate_coastal|dirt_with_grass_prairie|0.8|beach|coastal|temperate_temperate
dirt|dirt_clayey_with_grass_temperate_temperate_coastal|dirt_with_grass_prairie|0.8|beach|coastal|temperate_temperate
dirt|dirt_sandy_with_grass_temperate_temperate_coastal|dirt_with_grass_prairie|0.8|beach|coastal|temperate_temperate
dirt|dirt_silty_with_grass_temperate_temperate_coastal|dirt_with_grass_prairie|0.8|beach|coastal|temperate_temperate
dirt|dirt_black_with_grass_temperate_temperate_lowland|dirt_with_grass_prairie|0.8|coastal|lowland|temperate_temperate
dirt|dirt_brown_with_grass_temperate_temperate_lowland|dirt_with_grass_prairie|0.8|coastal|lowland|temperate_temperate
dirt|dirt_clayey_with_grass_temperate_temperate_lowland|dirt_with_grass_prairie|0.8|coastal|lowland|temperate_temperate
dirt|dirt_sandy_with_grass_temperate_temperate_lowland|dirt_with_grass_prairie|0.8|coastal|lowland|temperate_temperate
dirt|dirt_silty_with_grass_temperate_temperate_lowland|dirt_with_grass_prairie|0.8|coastal|lowland|temperate_temperate
dirt|dirt_with_grass_gray|dirt_with_grass_prairie|0.8|coastal|lowland|temperate_temperate
dirt|dirt_black_with_grass_temperate_temperate_shelf|dirt_with_grass_prairie|0.8|lowland|shelf|temperate_temperate
dirt|dirt_brown_with_grass_temperate_temperate_shelf|dirt_with_grass_prairie|0.8|lowland|shelf|temperate_temperate
dirt|dirt_clayey_with_grass_temperate_temperate_shelf|dirt_with_grass_prairie|0.8|lowland|shelf|temperate_temperate
dirt|dirt_sandy_with_grass_temperate_temperate_shelf|dirt_with_grass_prairie|0.8|lowland|shelf|temperate_temperate
dirt|dirt_silty_with_grass_temperate_temperate_shelf|dirt_with_grass_prairie|0.8|lowland|shelf|temperate_temperate
dirt|dirt_with_grass_gray|dirt_with_grass_prairie|0.8|lowland|shelf|temperate_temperate
dirt|dirt_black_with_grass_temperate_temperate_highland|dirt_with_grass_prairie|0.8|shelf|highland|temperate_temperate
dirt|dirt_brown_with_grass_temperate_temperate_highland|dirt_with_grass_prairie|0.8|shelf|highland|temperate_temperate
dirt|dirt_clayey_with_grass_temperate_temperate_highland|dirt_with_grass_prairie|0.8|shelf|highland|temperate_temperate
dirt|dirt_sandy_with_grass_temperate_temperate_highland|dirt_with_grass_prairie|0.8|shelf|highland|temperate_temperate
dirt|dirt_silty_with_grass_temperate_temperate_highland|dirt_with_grass_prairie|0.8|shelf|highland|temperate_temperate
dirt|stone|stone_granite_pink|0.8|highland|mountain|temperate_temperate
dirt|stone_desert|stone_granite_pink|0.8|highland|mountain|temperate_temperate
dirt|stone_diorite|stone_granite_pink|0.8|highland|mountain|temperate_temperate
dirt|stone_greenstone|stone_granite_pink|0.8|highland|mountain|temperate_temperate
dirt|stone_bluestone|stone_granite_pink|0.8|highland|mountain|temperate_temperate
dirt|stone_granite_pink|stone_desert|0.8|mountain|strato|temperate_temperate
dirt|stone_desert|stone_desert|0.8|mountain|strato|temperate_temperate
dirt|stone_diorite|stone_desert|0.8|mountain|strato|temperate_temperate
dirt|stone_greenstone|stone_desert|0.8|mountain|strato|temperate_temperate
dirt|stone_bluestone|stone_desert|0.8|mountain|strato|temperate_temperate
dirt|dirt_black_with_grass_temperate_semiarid_coastal|dirt_with_grass_dry|0.8|beach|coastal|temperate_semiarid
dirt|dirt_brown_with_grass_temperate_semiarid_coastal|dirt_with_grass_dry|0.8|beach|coastal|temperate_semiarid
dirt|dirt_clayey_with_grass_temperate_semiarid_coastal|dirt_with_grass_dry|0.8|beach|coastal|temperate_semiarid
dirt|dirt_sandy_with_grass_temperate_semiarid_coastal|dirt_with_grass_dry|0.8|beach|coastal|temperate_semiarid
dirt|dirt_silty_with_grass_temperate_semiarid_coastal|dirt_with_grass_dry|0.8|beach|coastal|temperate_semiarid
dirt|dirt_with_grass_dry|dirt_with_grass_dry|0.8|beach|coastal|temperate_semiarid
dirt|dirt_black_with_grass_temperate_semiarid_lowland|dirt_with_grass_dry|0.8|coastal|lowland|temperate_semiarid
dirt|dirt_brown_with_grass_temperate_semiarid_lowland|dirt_with_grass_dry|0.8|coastal|lowland|temperate_semiarid
dirt|dirt_clayey_with_grass_temperate_semiarid_lowland|dirt_with_grass_dry|0.8|coastal|lowland|temperate_semiarid
dirt|dirt_sandy_with_grass_temperate_semiarid_lowland|dirt_with_grass_dry|0.8|coastal|lowland|temperate_semiarid
dirt|dirt_silty_with_grass_temperate_semiarid_lowland|dirt_with_grass_dry|0.8|coastal|lowland|temperate_semiarid
dirt|dirt_with_grass_dry|dirt_with_grass_dry|0.8|coastal|lowland|temperate_semiarid
dirt|dirt_black_with_grass_temperate_semiarid_shelf|dirt_with_grass_dry|0.8|lowland|shelf|temperate_semiarid
dirt|dirt_brown_with_grass_temperate_semiarid_shelf|dirt_with_grass_dry|0.8|lowland|shelf|temperate_semiarid
dirt|dirt_clayey_with_grass_temperate_semiarid_shelf|dirt_with_grass_dry|0.8|lowland|shelf|temperate_semiarid
dirt|dirt_sandy_with_grass_temperate_semiarid_shelf|dirt_with_grass_dry|0.8|lowland|shelf|temperate_semiarid
dirt|dirt_silty_with_grass_temperate_semiarid_shelf|dirt_with_grass_dry|0.8|lowland|shelf|temperate_semiarid
dirt|dirt_with_grass_dry|dirt_with_grass_dry|0.8|lowland|shelf|temperate_semiarid
dirt|dirt_black_with_grass_temperate_semiarid_highland|dirt_with_grass_dry|0.8|shelf|highland|temperate_semiarid
dirt|dirt_brown_with_grass_temperate_semiarid_highland|dirt_with_grass_dry|0.8|shelf|highland|temperate_semiarid
dirt|dirt_clayey_with_grass_temperate_semiarid_highland|dirt_with_grass_dry|0.8|shelf|highland|temperate_semiarid
dirt|dirt_sandy_with_grass_temperate_semiarid_highland|dirt_with_grass_dry|0.8|shelf|highland|temperate_semiarid
dirt|dirt_silty_with_grass_temperate_semiarid_highland|dirt_with_grass_dry|0.8|shelf|highland|temperate_semiarid
dirt|dirt_with_grass_dry|dirt_with_grass_dry|0.8|shelf|highland|temperate_semiarid
dirt|stone_granite_pink|stone_desert|0.8|highland|mountain|temperate_semiarid
dirt|stone_desert|stone_desert|0.8|highland|mountain|temperate_semiarid
dirt|stone_diorite|stone_desert|0.8|highland|mountain|temperate_semiarid
dirt|stone_greenstone|stone_desert|0.8|highland|mountain|temperate_semiarid
dirt|stone_bluestone|stone_desert|0.8|highland|mountain|temperate_semiarid
dirt|stone_granite_pink|stone_sandstone_desert|0.8|mountain|strato|temperate_semiarid
dirt|stone_desert|stone_sandstone_desert|0.8|mountain|strato|temperate_semiarid
dirt|stone_desert|stone_sandstone_desert|0.8|mountain|strato|temperate_semiarid
dirt|stone_greenstone|stone_sandstone_desert|0.8|mountain|strato|temperate_semiarid
dirt|stone_bluestone|stone_sandstone_desert|0.8|mountain|strato|temperate_semiarid
dirt|sand|stone_sandstone_desert_gravel|0.8|beach|coastal|temperate_arid
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|beach|coastal|temperate_arid
dirt|sand_white|stone_sandstone_desert_gravel|0.8|beach|coastal|temperate_arid
dirt|stone_sandstone_desert_gravel|stone_sandstone_desert_gravel|0.8|beach|coastal|temperate_arid
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|beach|coastal|temperate_arid
dirt|sand|stone_sandstone_desert_gravel|0.8|coastal|lowland|temperate_arid
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|coastal|lowland|temperate_arid
dirt|sand_white|stone_sandstone_desert_gravel|0.8|coastal|lowland|temperate_arid
dirt|stone_sandstone_desert_gravel|stone_sandstone_desert_gravel|0.8|coastal|lowland|temperate_arid
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|coastal|lowland|temperate_arid
dirt|sand|stone_sandstone_desert_gravel|0.8|lowland|shelf|temperate_arid
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|lowland|shelf|temperate_arid
dirt|sand_white|stone_sandstone_desert_gravel|0.8|lowland|shelf|temperate_arid
dirt|stone_sandstone_desert_gravel|stone_sandstone_desert_gravel|0.8|lowland|shelf|temperate_arid
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|lowland|shelf|temperate_arid
dirt|sand|stone_sandstone_desert_gravel|0.8|shelf|highland|temperate_arid
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|shelf|highland|temperate_arid
dirt|sand_white|stone_sandstone_desert_gravel|0.8|shelf|highland|temperate_arid
