#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len
##     Stone Brick Block Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_obsidian_brick|Obsidian Brick|default|obsidianbrick|lib_materials_stone_obsidian_brick.png|||||||||||||||FALSE||cracky=1,level=2|cracky 1,level 2|||stone|1||||||2|1||||||||||||||||||||||||||||||||||||||
stone_obsidian_glowing|Glowing Glowing Obsidian|||lib_materials_stone_obsidian_glowing.png|||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||stone|1||||||2|1||||||||||||||||||||||||||||||||||||||
stone_obsidian_hot|Hot Hot Obsidian|||lib_materials_stone_obsidian_hot.png|||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||stone|1||||||2|1||||||||||||||||||||||||||||||||||||||
stone_pegmatite|Pegmatite|rocks||lib_materials_stone_pegmatite.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_poud|Poud Stone|||lib_materials_stone_poud.png|||||||||||||||TRUE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_pounamu|Pounamu|aotearoa|pounamu|lib_materials_stone_pounamu.png|||||||||||||||TRUE||cracky=1,stone=1|cracky 1,stone 1|||stone|1|||||||1||||||||||||||||||||||||||||||||||||||
stone_pounamu_block|Pounamu Block|aotearoa|pounamu_block|lib_materials_stone_pounamu_block.png|||||||||||||||FALSE||cracky=1,stone=1|cracky 1,stone 1|||stone|1|||||||1||||||||||||||||||||||||||||||||||||||
stone_pounamu_brick|Pounamu Brick|aotearoa|pounamu_brick|lib_materials_stone_pounamu_brick.png|||||||||||||||FALSE||cracky=1,stone=1|cracky 1,stone 1|||stone|1|||||||1||||||||||||||||||||||||||||||||||||||
stone_red|Red Stone|australia|red_stone|aus_red_stone.png|||||||||||||||TRUE||cracky=3, stone=1|cracky 3, stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_red_brick|Red Stone Brick|australia|red_stonebrick|aus_red_stonebrick.png|||||||||||||||FALSE||cracky=2, stone=1|cracky 2, stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_red_cobble|Red Stone Cobble|australia|red_cobble|aus_red_cobble.png|||||||||||||||TRUE||cracky=3, stone=2|cracky 3, stone 2|||stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_red_gravel|Red Stone Gravel|australia|red_gravel|aus_red_gravel.png|||||||||||||||TRUE||crumbly=2, falling_node=1|crumbly 2,falling_node 1, gravel 1|||gravel||2||||||||||||||||||||||||||||1||||||||||||||||
stone_rhyolite|Rhyolite|rocks||lib_materials_stone_rhyolite.png|||||||||||||||TRUE||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||
stone_rhyolitic_tuff|Rhyolitic Tuff|darkage||lib_materials_stone_rhyolitic_tuff.png|||||||||||||||TRUE|TRUE|cracky=3,stone=1|cracky 3,stone 1|1|lib_materials:stone_rhyolitic_tuff 3,lib_materials:stone_rhyolitic_tuff_cobble|stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_rhyolitic_tuff_brick|Rhyolitic Tuff Brick|darkage||lib_materials_stone_rhyolitic_tuff_bricks.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_rhyolitic_tuff_cobble|Rhyolitic Tuff Cobble|darkage||lib_materials_stone_rhyolitic_tuff_cobble.png|||||||||||||||TRUE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_rune_tile|Runestone Tile|xdecor||xdecor_stone_rune.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sand|Sand Stone|||lib_materials_stone_sand.png|||||||||||||||TRUE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_sandstone|Sandstone|default|sandstone|lib_materials_stone_sandstone_default.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_block|Sandstone Block|default|sandstone_block|lib_materials_stone_sandstone_block.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_brick|Sandstone Brick|default|sandstonebrick|lib_materials_stone_sandstone_brick.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_cobble|Sandstone Cobble|||lib_materials_stone_sandstone_default.png^lib_materials_cobble_mask.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_gravel|Sandstone Gravel|||lib_materials_stone_sandstone_gravel.png|||||||||||||||TRUE||crumbly=1,cracky=2,stone=1|crumbly 2,falling_node 1, gravel 1|||gravel|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert|Desert Sandstone|default|desert_sandstone|lib_materials_stone_sandstone_desert_default.png|||||||||||||||TRUE||crumbly=1,cracky=3|crumbly 1,cracky 3||lib_materials:stone_sandstone_desert_gravel|stone|3|1||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_block|Desert Sandstone Block|default|desert_sandstone_block|lib_materials_stone_sandstone_desert_block.png|||||||||||||||FALSE||cracky=2|cracky 2||lib_materials:stone_sandstone_desert_gravel|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_brick|Desert Sandstone Brick|default|desert_sandstone_brick|lib_materials_stone_sandstone_desert_brick.png|||||||||||||||FALSE||cracky=2|cracky 2||lib_materials:stone_sandstone_desert_gravel|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_cobble|Desert Sandstone Cobble|||lib_materials_stone_sandstone_desert_default.png^lib_materials_cobble_mask.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:stone_sandstone_desert_gravel|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_gravel|Desert Sandstone Gravel|||lib_materials_stone_sandstone_desert_gravel.png|||||||||||||||TRUE||cracky=3,stone=1,level=2|crumbly 2,falling_node 1, gravel 1|||gravel|3||||||2|1||||||||||||||||||||||1||||||||||||||||
stone_sandstone_desert_stone|Desert Sandstone 2|||lib_materials_stone_sandstone_desert_stone.png|||||||||||||||TRUE||crumbly=1,cracky=3|crumbly 1,cracky 3||lib_materials:stone_sandstone_desert_stone_stone_gravel|stone|3|1||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_stone_block|Desert Sandstone 2 Block|||lib_materials_stone_sandstone_desert_stone.png^blox_stone_square|||||||||||||||FALSE||cracky=2|cracky 2||lib_materials:stone_sandstone_desert_stone_stone_gravel|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_stone_brick|Desert Sandstone 2 Brick|||lib_materials_stone_sandstone_desert_stone_brick.png|||||||||||||||FALSE||cracky=2|cracky 2||lib_materials:stone_sandstone_desert_stone_stone_gravel|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_desert_stone_cobble|Desert Sandstone 2 Cobble|||lib_materials_stone_sandstone_desert_cobble.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:stone_sandstone_desert_gravel|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_egyptian_1|Egyptian Sandstone 1|decoblocks||lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,decoblocks_sandstone_wall.png,decoblocks_sandstone_wall.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_egyptian_2|Egyptian Sandstone 2|decoblocks||lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,decoblocks_sandstone_wall2.png,decoblocks_sandstone_wall2.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_egyptian_3|Egyptian Sandstone 3|decoblocks||lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,decoblocks_sandstone_wall3.png,decoblocks_sandstone_wall3.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_egyptian_4|Egyptian Sandstone 4|decoblocks||lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,lib_materials_stone_sandstone_default.png,decoblocks_sandstone_wall4.png,decoblocks_sandstone_wall4.png|||||||||||||||FALSE||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_old_red|Old Red Sandstone|darkage||lib_materials_stone_sandstone_old_red.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:stone_sandstone_old_red_cobble|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_old_red_block|Old Red Sandstone Block|darkage||lib_materials_stone_sandstone_old_red_block.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2||lib_materials:stone_sandstone_old_red_cobble|stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_sandstone_old_red_brick|Old Red Sandstone Brick|darkage||lib_materials_stone_sandstone_old_red_brick.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2||lib_materials:stone_sandstone_old_red_cobble|stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_sandstone_old_red_cobble|Old Red Sandstone Cobble|darkage||lib_materials_stone_sandstone_old_red_cobble.png|||||||||||||||TRUE||cracky=3,crumbly=2,stone=2|cracky 3,crumbly 2,stone 2|||stone|3|2||||||2||||||||||||||||||||||||||||||||||||||
stone_sandstone_pillar|Sandstone Pillar|decoblocks||decoblocks_sandstone_pillar_top.png,decoblocks_sandstone_pillar_top.png,decoblocks_sandstone_pillar.png|||||||||||||||||crumbly=1,cracky=2,stone=1|crumbly 1,cracky 2,stone 1|||stone|2|1||||||1||||||||||||||||||||||||||||||||||||||
stone_sandstone_red|Red Sandstone|rocks||lib_materials_stone_sandstone_red.png|||||||||||||||TRUE||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||
stone_sandstone_silver|Silver Sandstone|default|silver_sandstone|lib_materials_stone_sandstone_silver_default.png|||||||||||||||TRUE||crumbly=1,cracky=3|crumbly 1,cracky 3|||stone|3|1||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_silver_block|Silver Sandstone Block|default|silver_sandstone_block|lib_materials_stone_sandstone_silver_block.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_silver_brick|Silver Sandstone Brick|default|silver_sandstone_brick|lib_materials_stone_sandstone_silver_brick.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_silver_cobble|Silver Sandstone Cobble|default|silver_sandstone_cobble|lib_materials_stone_sandstone_silver_default.png^lib_materials_cobble_mask.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_sandstone_white|White Sandstone|node_texture_modifier||lib_materials_stone_sandstone_white.png|||||||||||||||TRUE|TRUE|cracky=3,stone=1,level=2|cracky 3,stone 1,level 2||lib_materials:stone_sandstone_white_gravel|stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_sandstone_white_brick|White Sandstone Brick|node_texture_modifier||lib_materials_stone_sandstone_white_brick.png|||||||||||||||FALSE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2||lib_materials:stone_sandstone_white_gravel|stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_sandstone_white_cobble|White Sandstone cobble|||lib_materials_stone_sandstone_white.png^lib_materials_cobble_mask.png|||||||||||||||FALSE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2||lib_materials:stone_sandstone_white_gravel|stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_sandstone_white_gravel|White Sandstone Gravel|node_texture_modifier||lib_materials_stone_sandstone_white_gravel.png|||||||||||||||TRUE||cracky=3,stone=1,level=2|crumbly 2,falling_node 1, gravel 1|||gravel|3||||||2|1||||||||||||||||||||||1||||||||||||||||
stone_savanna|Savannah|mapgen|savanna_stone|lib_materials_stone_savannah.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1||lib_materials:stone_savanna_cobble|stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_savanna_cobble|Savanna Cobble|mapgen|savanna_cobblestone_stone|lib_materials_stone_savanna_cobble.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_savanna_with_ore_coal|Savanna Stone With Coal Ore|mapgen|savanna_coal|lib_materials_stone_savannah_with_ore_coal.png|||||||||||||||TRUE||cracky=3,stone=1,ore=1|cracky 3,stone 1,ore 1||lib_materials:mineral_coal_lump|stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_savanna_with_ore_iron|Savanna Stone With Iron Ore|mapgen|savanna_iron|lib_materials_stone_savannah_with_ore_iron.png|||||||||||||||TRUE||cracky=2,stone=1,ore=1|cracky 2,stone 1,ore 1||lib_materials:metal_iron_lump|stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_schist|Schist|darkage|schist|lib_materials_stone_schist.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
stone_schist_02|Schist 02|aotearoa|schist|lib_materials_stone_schist_02.png|||||||||||||||TRUE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_schist_02_block|Schist 02 Block|aotearoa|schist_block|lib_materials_stone_schist_02_block.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_schist_02_brick|Schist 02 Brick|aotearoa|schist_brick|lib_materials_stone_schist_02_brick.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea|Stone Sea|xocean|ocean|lib_materials_stone_sea.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea_brick|Stone Sea_Brick|xocean|ocean_brick|lib_materials_stone_sea_brick.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea_cobble|Stone Sea_Cobble|xocean|ocean cobble|lib_materials_stone_sea_cobble.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea_carved|Stone Sea_Carved|xocean|ocean_carved|lib_materials_stone_sea_carved.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea_circular|Stone Sea_Circular|xocean|ocean_circular|lib_materials_stone_sea_circular.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea_lantern|Stone Sea_Lantern|xocean|ocean_lantern|lib_materials_stone_sea_lantern.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_sea_pillar|Stone Sea_Pillar|xocean|ocean_pillar|lib_materials_stone_sea_pillar.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||
stone_serpentine|Serpentine|darkage|serpentine|lib_materials_stone_serpentine.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
stone_serpentine_02|Serpentine 02|rocks||lib_materials_stone_serpentine_02.png|||||||||||||||TRUE||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||
stone_shale|Shale|darkage|shale|lib_materials_stone_shale.png,lib_materials_stone_shale.png,lib_materials_stone_shale_side.png|||||||||||||||TRUE||crumbly=2,cracky=2|crumbly 2,cracky 2|||stone|2|2||||||||||||||||||||||||||||||||||||||||||||
stone_siltstone|Silt Stone|aotearoa|siltstone|lib_materials_siltstone.png|||||||||||||||TRUE||cracky=3,crumbly=2|cracky 3,crumbly 2|||stone|3|2||||||||||||||||||||||||||||||||||||||||||||
stone_siltstone_block|Silt Stone Block|aotearoa|siltstone_block|lib_materials_siltstone_block.png|||||||||||||||FALSE||cracky=3,crumbly=2|cracky 3,crumbly 2|||stone|3|2||||||||||||||||||||||||||||||||||||||||||||
stone_siltstone_brick|Silt Stone Brick|aotearoa|siltstone_brick|lib_materials_siltstone_brick.png|||||||||||||||FALSE||cracky=3,crumbly=2|cracky 3,crumbly 2|||stone|3|2||||||||||||||||||||||||||||||||||||||||||||
stone_siltstone_cobble|Silt Stone Cobble|||lib_materials_siltstone.png^lib_materials_cobble_mask.png|||||||||||||||FALSE||cracky=3,crumbly=2|cracky 3,crumbly 2|||stone|3|2||||||||||||||||||||||||||||||||||||||||||||
stone_skarn|Skarn|rocks|skarn|lib_materials_stone_skarn.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_slate_01|Slate 01|darkage|slate|lib_materials_stone_slate_01_top.png,lib_materials_stone_slate_01_top.png,lib_materials_stone_slate_01_side.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:stone_slate_01_cobble|stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_slate_01_block|Slate 01 Block|darkage||lib_materials_stone_slate_01_block.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_slate_01_brick|Slate 01 Brick|darkage||lib_materials_stone_slate_01_brick.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_slate_01_cobble|Slate 01 Cobble|darkage|slate_cobble|lib_materials_stone_slate_01_cobble.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_slate_01_tile|Slate 01 Tile|darkage|slate_tile|lib_materials_stone_slate_01_tile.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_slate_roof_tile|Slate Roof Tile|darkage|slate_roof_tile|lib_materials_stone_slate_roof_tile.png|||||||||||||||FALSE||crumbly=3|crumbly 3|||sand||3||||||||||||||||||||||||||||||||||||||||||||
stone_slate_02|Slate 02|rocks|slate|lib_materials_stone_slate_02.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
stone_stucco|Stucco|||lib_materials_stone_stucco.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2|||stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_terracotta_roof_tile|Terracotta Roof Tile|darkage|terracotta|lib_materials_stone_terracotta_roof_tile.png|||||||||||||||FALSE||crumbly=3|crumbly 3|||sand||3||||||||||||||||||||||||||||||||||||||||||||
stone_terracotta_tile_brown|Terracotta Floor Tile|||lib_materials_stone_terracotta_tile_brown.png|||||||||||||||FALSE||crumbly=3|crumbly 3|||sand||3||||||||||||||||||||||||||||||||||||||||||||
stone_terracotta_tile_floor|Terracotta Ceiling Tile|||lib_materials_stone_terracotta_tile_floor.png|||||||||||||||FALSE||crumbly=3|crumbly 3|||sand||3||||||||||||||||||||||||||||||||||||||||||||
stone_tile_01|Stone Tile 01|moreblocks||moreblocks_stone_tile.png|||||||||||||||FALSE||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||
stone_tile_02|Stone Tile 02|xdecor||xdecor_stone_tile.png|||||||||||||||FALSE||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||
stone_tiles|Stone Tiles|decoblocks||lib_materials_stone_tiles.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2|||stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_tiles_crumbled|Crumbled Stone Tiles|decoblocks||lib_materials_stone_tiles_crumbled.png|||||||||||||||FALSE||crumbly=1|crumbly 1|||stone||1||||||||||||||||||||||||||||||||||||||||||||
stone_tiles_mossy|Mossy Stone Tiles|decoblocks||lib_materials_stone_tiles_mossy.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2|||stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_tile_split|Split Stone Tile|moreblocks||moreblocks_split_stone_tile_top.png,moreblocks_split_stone_tile.png|||||||||||||||FALSE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_tiles_with_dirt|Stone Tiles with Dirt|decoblocks||lib_materials_stone_tiles_with_dirt.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2|||stone|3|||||||2||||||||||||||||||||||||||||||||||||||
stone_travertine|Travertine|rocks||lib_materials_stone_travertine.png|||||||||||||||TRUE||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||
stone_tuff|Tuff|darkage||lib_materials_stone_tuff.png|||||||||||||||TRUE|TRUE|cracky=3,stone=1|cracky 3,stone 1|1|lib_materials:stone_tuff 3,lib_materials:stone_tuff_cobble|stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_tuff_brick|Tuff Brick|darkage||lib_materials_stone_tuff_bricks.png|||||||||||||||FALSE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
stone_tuff_brick_old|Tuff Brick Old|darkage||lib_materials_stone_tuff_bricks_old.png|||||||||||||||FALSE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
stone_tuff_cobble|Tuff Cobble|darkage||lib_materials_stone_tuff_cobble.png|||||||||||||||TRUE||crumbly=2,falling_node=1|crumbly 2,falling_node 1|||gravel||2||||||||||||||||||||||||||||1||||||||||||||||
stone_vermiculite|Vermiculite|rocks|vermiculite|lib_materials_stone_vermiculite.png|||||||||||||||TRUE||crumbly=1,cracky=3|crumbly 1,cracky 3|||stone|3|1||||||||||||||||||||||||||||||||||||||||||||
stone_whitestone|White Stone|grailtest||lib_materials_stone_whitestone.png|||||||||||||||TRUE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_whitestone_cobble|White Stone Cobble|grailtest||lib_materials_stone_whitestone_cobble.png|||||||||||||||TRUE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_whitestone_brick|White Stone Brick|grailtest||lib_materials_stone_whitestone_brick.png|||||||||||||||FALSE||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||
stone_with_grass_sea|Stone with Sea Grass|prehistoric||lib_materials_grass_sea_top.png,lib_materials_stone_default.png,lib_materials_grass_sea_side.png|||||||||||||||FALSE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||
stone_with_algae|Stone with Algae|||lib_materials_stone_default.png^valc_algae.png|||||||||||||||TRUE||stone=1,crumbly=3|stone 1,crumbly 3|||dirt||||||||||||||||||||||||||||||||||||||||||||||
stone_with_lichen|Stone with Lichen|||lib_materials_stone_default.png^valc_lichen.png|||||||||||||||TRUE||stone=1,crumbly=3|stone 1,crumbly 3|||dirt||||||||||||||||||||||||||||||||||||||||||||||
stone_with_moss|Stone with Moss|||lib_materials_stone_default.png^valc_moss.png|||||||||||||||TRUE||stone=1,crumbly=3|stone 1,crumbly 3|||dirt||||||||||||||||||||||||||||||||||||||||||||||
stone_with_salt|Stone with Salt|||lib_materials_stone_default.png^lib_materials_mineral_salt_block.png|||||||||||||||TRUE||stone=1,crumbly=3|stone 1,crumbly 3|||dirt||||||||||||||||||||||||||||||||||||||||||||||
#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len
##     Sand, Clay Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
